"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 10, 2016","2,434.7339","2,478.8000","2,481.3457","2,431.0901","-","-1.84%"
"Jun 09, 2016","2,480.2839","2,504.5161","2,509.4526","2,466.1133","-","-0.68%"
"Jun 08, 2016","2,497.2749","2,452.0283","2,497.4580","2,452.0283","-","1.81%"
"Jun 07, 2016","2,452.9431","2,430.4788","2,454.6174","2,426.2571","-","0.81%"
"Jun 06, 2016","2,433.1699","2,405.4453","2,444.6958","2,405.4453","-","1.27%"
"Jun 03, 2016","2,402.5740","2,403.1401","2,416.8821","2,393.8716","-","-0.14%"
"Jun 02, 2016","2,405.9250","2,386.4900","2,414.6211","2,367.6318","-","0.78%"
"Jun 01, 2016","2,387.3999","2,377.5083","2,393.6575","2,346.5872","-","0.20%"
"May 31, 2016","2,382.7510","2,394.3767","2,408.7888","2,375.0322","-","-0.25%"
"May 27, 2016","2,388.6680","2,383.9221","2,392.2031","2,365.6477","-","0.08%"
"May 26, 2016","2,386.8350","2,381.6455","2,404.0552","2,369.0630","-","0.25%"
"May 25, 2016","2,380.9360","2,363.3130","2,384.9426","2,356.6042","-","1.25%"
"May 24, 2016","2,351.5779","2,342.9707","2,368.5369","2,328.0942","-","0.34%"
"May 23, 2016","2,343.6951","2,356.9287","2,357.4043","2,326.2764","-","-0.65%"
"May 20, 2016","2,359.1221","2,360.1589","2,376.3689","2,344.2681","-","0.10%"
"May 19, 2016","2,356.8550","2,370.9524","2,370.9524","2,321.5244","-","-0.82%"
"May 18, 2016","2,376.2461","2,384.1345","2,397.3789","2,364.1885","-","-0.21%"
"May 17, 2016","2,381.2891","2,363.0742","2,386.0308","2,354.1130","-","0.84%"
"May 16, 2016","2,361.3640","2,323.7759","2,368.5583","2,320.6548","-","1.65%"
"May 13, 2016","2,323.1350","2,326.4270","2,327.8003","2,306.1470","-","-0.33%"
"May 12, 2016","2,330.8110","2,316.7478","2,338.9680","2,298.5298","-","0.36%"
"May 11, 2016","2,322.4709","2,265.3679","2,324.9446","2,253.2727","-","2.54%"
"May 10, 2016","2,264.9470","2,208.7007","2,266.8340","2,204.1028","-","2.43%"
"May 09, 2016","2,211.3169","2,278.2261","2,287.5718","2,208.0149","-","-2.34%"
"May 06, 2016","2,264.3970","2,251.7681","2,284.2874","2,228.4424","-","0.65%"
"May 05, 2016","2,249.6870","2,262.1697","2,306.3296","2,240.6289","-","0.03%"
"May 04, 2016","2,249.0190","2,258.4124","2,285.3008","2,234.8325","-","-0.18%"
"May 03, 2016","2,253.0491","2,295.6460","2,311.2246","2,244.0569","-","-1.91%"
"May 02, 2016","2,296.9619","2,325.0034","2,330.5967","2,289.8401","-","-1.46%"
"Apr 29, 2016","2,331.0449","2,320.8076","2,350.8567","2,314.6990","-","0.24%"
"Apr 28, 2016","2,325.5520","2,300.8181","2,328.2124","2,293.0500","-","0.97%"
"Apr 27, 2016","2,303.1130","2,284.9072","2,308.2495","2,262.2151","-","1.26%"
"Apr 26, 2016","2,274.5239","2,235.7744","2,277.0474","2,224.2200","-","1.87%"
"Apr 25, 2016","2,232.8401","2,246.7480","2,262.0483","2,221.4263","-","-0.79%"
"Apr 22, 2016","2,250.5869","2,254.8081","2,286.3118","2,242.8691","-","-0.10%"
"Apr 21, 2016","2,252.8311","2,272.1506","2,300.5374","2,245.2681","-","-1.18%"
"Apr 20, 2016","2,279.6541","2,206.7937","2,280.9214","2,190.7622","-","2.60%"
"Apr 19, 2016","2,221.9800","2,174.8328","2,229.8699","2,163.8352","-","2.30%"
"Apr 18, 2016","2,172.0769","2,174.0881","2,187.2112","2,114.6409","-","-0.12%"
"Apr 15, 2016","2,174.6069","2,194.7600","2,201.1240","2,152.1438","-","-1.01%"
"Apr 14, 2016","2,196.7310","2,207.1047","2,220.0718","2,185.1035","-","-0.67%"
"Apr 13, 2016","2,211.6521","2,207.0791","2,229.5354","2,194.4558","-","-0.11%"
"Apr 12, 2016","2,213.9939","2,154.2244","2,215.7874","2,150.1494","-","2.66%"
"Apr 11, 2016","2,156.7251","2,144.4287","2,165.6902","2,126.4353","-","0.65%"
"Apr 08, 2016","2,142.7981","2,071.3274","2,143.9734","2,070.9551","-","3.80%"
"Apr 07, 2016","2,064.3230","2,081.2388","2,092.9927","2,048.7322","-","-0.68%"
"Apr 06, 2016","2,078.4089","2,045.4207","2,083.9695","2,041.0188","-","2.32%"
"Apr 05, 2016","2,031.3630","2,032.0941","2,038.2849","2,022.7810","-","-0.31%"
"Apr 04, 2016","2,037.6460","2,062.1125","2,081.3728","2,035.1952","-","-1.59%"
"Apr 01, 2016","2,070.5559","2,113.6765","2,118.1042","2,063.2134","-","-2.17%"
"Mar 31, 2016","2,116.4360","2,109.2607","2,135.9441","2,095.9839","-","0.04%"
"Mar 30, 2016","2,115.6589","2,128.1406","2,160.6565","2,112.1926","-","-0.28%"
"Mar 29, 2016","2,121.5530","2,144.1028","2,147.2705","2,107.3694","-","-1.11%"
"Mar 28, 2016","2,145.3059","2,152.0576","2,160.0059","2,130.4958","-","-0.02%"
"Mar 24, 2016","2,145.6841","2,151.0168","2,155.4915","2,114.6709","-","-0.44%"
"Mar 23, 2016","2,155.2649","2,201.9468","2,204.5642","2,153.0115","-","-2.41%"
"Mar 22, 2016","2,208.5859","2,198.5544","2,214.8557","2,185.5420","-","0.41%"
"Mar 21, 2016","2,199.5371","2,191.6216","2,209.4575","2,171.9617","-","0.25%"
"Mar 18, 2016","2,193.9641","2,207.9153","2,229.8787","2,191.0637","-","-0.76%"
"Mar 17, 2016","2,210.7839","2,170.2246","2,210.8647","2,169.0378","-","2.17%"
"Mar 16, 2016","2,163.7859","2,128.3472","2,169.3521","2,121.4380","-","2.12%"
"Mar 15, 2016","2,118.8579","2,143.2378","2,145.0535","2,106.1489","-","-1.01%"
"Mar 14, 2016","2,140.4309","2,166.8555","2,171.3440","2,120.8765","-","-1.29%"
"Mar 11, 2016","2,168.3511","2,154.0010","2,181.2913","2,154.0010","-","0.94%"
"Mar 10, 2016","2,148.1621","2,160.6526","2,161.4370","2,130.0205","-","-0.68%"
"Mar 09, 2016","2,162.8740","2,114.1394","2,164.6450","2,110.4294","-","2.24%"
"Mar 08, 2016","2,115.4309","2,143.9902","2,162.5110","2,110.7659","-","-1.45%"
"Mar 07, 2016","2,146.4839","2,092.4270","2,153.9104","2,092.4270","-","2.68%"
"Mar 04, 2016","2,090.5010","2,042.3673","2,091.9746","2,037.5299","-","2.45%"
"Mar 03, 2016","2,040.4840","2,035.8013","2,051.7148","2,021.5914","-","0.25%"
"Mar 02, 2016","2,035.3361","2,018.1903","2,048.6904","2,008.6052","-","0.55%"
"Mar 01, 2016","2,024.2850","2,017.1981","2,035.7581","1,998.6553","-","0.36%"
"Feb 29, 2016","2,016.9890","1,993.1237","2,021.3885","1,978.8549","-","1.21%"
"Feb 26, 2016","1,992.8361","1,994.5402","2,045.8311","1,987.1827","-","-0.23%"
"Feb 25, 2016","1,997.4561","1,977.0188","2,007.0009","1,947.7657","-","0.96%"
"Feb 24, 2016","1,978.5140","1,947.9303","1,987.2090","1,927.0526","-","1.15%"
"Feb 23, 2016","1,955.9750","1,993.3146","2,004.4673","1,947.2484","-","-2.07%"
"Feb 22, 2016","1,997.4050","1,952.4451","2,008.6729","1,952.4293","-","2.37%"
"Feb 19, 2016","1,951.0680","1,978.9536","1,991.6337","1,941.3169","-","-1.82%"
"Feb 18, 2016","1,987.1860","2,006.0220","2,025.5762","1,983.6683","-","-0.41%"
"Feb 17, 2016","1,995.4280","1,941.1129","2,003.1998","1,924.0225","-","3.25%"
"Feb 16, 2016","1,932.7061","1,983.8069","2,012.9661","1,924.3284","-","-1.35%"
"Feb 12, 2016","1,959.2280","1,898.8160","1,960.9395","1,898.0004","-","4.71%"
"Feb 11, 2016","1,871.0510","1,886.3550","1,902.2012","1,868.7585","-","-0.88%"
"Feb 10, 2016","1,887.7230","1,900.1342","1,925.1624","1,881.9454","-","-0.03%"
"Feb 09, 2016","1,888.2920","1,962.5353","1,970.1757","1,885.9462","-","-3.43%"
"Feb 08, 2016","1,955.2600","1,985.2010","2,003.5071","1,953.9709","-","-1.52%"
"Feb 05, 2016","1,985.3409","2,008.5436","2,030.0223","1,979.4333","-","-1.27%"
"Feb 04, 2016","2,010.7880","2,028.0496","2,059.6675","2,006.0313","-","-0.54%"
"Feb 03, 2016","2,021.7230","1,947.0261","2,025.4399","1,941.5363","-","3.42%"
"Feb 02, 2016","1,954.8740","2,001.1510","2,002.0568","1,943.4297","-","-2.52%"
"Feb 01, 2016","2,005.3920","2,047.5879","2,050.0183","1,978.9507","-","-2.57%"
"Jan 29, 2016","2,058.3779","2,035.6871","2,066.7168","2,025.8923","-","1.49%"
"Jan 28, 2016","2,028.2070","1,999.4626","2,081.4287","1,993.8132","-","0.97%"
"Jan 27, 2016","2,008.6440","1,964.9227","2,022.6259","1,948.0770","-","1.59%"
"Jan 26, 2016","1,977.2540","1,926.5693","2,000.6483","1,905.2772","-","2.01%"
"Jan 25, 2016","1,938.3571","1,988.5280","2,004.0938","1,934.8794","-","-2.43%"
"Jan 22, 2016","1,986.6080","1,912.7927","1,989.9945","1,904.8459","-","4.37%"
"Jan 21, 2016","1,903.3590","1,864.9528","1,925.3593","1,846.4707","-","2.29%"
"Jan 20, 2016","1,860.6610","1,898.7893","1,900.1510","1,837.4078","-","-2.19%"
"Jan 19, 2016","1,902.3510","1,905.3826","1,949.4821","1,899.0201","-","-0.45%"
"Jan 15, 2016","1,911.0070","1,961.5920","1,962.5687","1,904.0764","-","-2.74%"
"Jan 14, 2016","1,964.7540","1,954.0884","1,974.5153","1,943.9629","-","0.49%"
"Jan 13, 2016","1,955.2450","1,967.9358","1,995.4967","1,947.5472","-","-0.38%"
"Jan 12, 2016","1,962.6920","1,987.7576","2,010.9283","1,948.9222","-","-1.34%"
"Jan 11, 2016","1,989.2710","2,047.6334","2,047.6334","1,978.2145","-","-3.03%"
"Jan 08, 2016","2,051.3669","2,066.1431","2,083.1045","2,037.9695","-","-0.40%"
"Jan 07, 2016","2,059.6609","2,080.6672","2,090.0337","2,018.1532","-","-0.75%"
"Jan 06, 2016","2,075.2830","2,145.1721","2,145.9482","2,071.8091","-","-3.00%"
"Jan 05, 2016","2,139.3960","2,159.0481","2,168.1394","2,135.4775","-","-0.80%"
"Jan 04, 2016","2,156.6470","2,181.2742","2,211.5542","2,142.5950","-","-0.64%"
"Dec 31, 2015","2,170.6150","2,155.3235","2,195.8250","2,143.5989","-","0.82%"
"Dec 30, 2015","2,152.9341","2,181.3643","2,181.8516","2,150.4395","-","-1.94%"
"Dec 29, 2015","2,195.4929","2,154.4448","2,199.3491","2,151.2695","-","1.86%"
"Dec 28, 2015","2,155.3269","2,187.0251","2,187.9319","2,151.3186","-","-1.44%"
"Dec 24, 2015","2,186.9041","2,174.5569","2,191.9751","2,166.2473","-","0.73%"
"Dec 23, 2015","2,171.0259","2,131.1262","2,177.5034","2,128.8276","-","2.20%"
"Dec 22, 2015","2,124.2361","2,131.4783","2,141.8940","2,122.1895","-","-0.30%"
"Dec 21, 2015","2,130.6489","2,132.7729","2,144.5125","2,114.0447","-","-0.47%"
"Dec 18, 2015","2,140.7019","2,122.8735","2,168.6980","2,115.7202","-","0.62%"
"Dec 17, 2015","2,127.4861","2,145.0913","2,152.3079","2,118.5632","-","-0.73%"
"Dec 16, 2015","2,143.1169","2,182.3279","2,190.1868","2,137.8191","-","-2.07%"
"Dec 15, 2015","2,188.4109","2,173.8547","2,216.4646","2,163.1067","-","0.59%"
"Dec 14, 2015","2,175.5161","2,186.1267","2,189.9868","2,137.7012","-","-0.48%"
"Dec 11, 2015","2,186.0791","2,228.5164","2,234.4878","2,179.7800","-","-2.07%"
"Dec 10, 2015","2,232.3000","2,240.4341","2,250.8335","2,220.6394","-","-0.15%"
"Dec 09, 2015","2,235.6941","2,251.2002","2,282.9512","2,216.7444","-","-0.26%"
"Dec 08, 2015","2,241.6189","2,258.9917","2,272.7410","2,220.3877","-","-0.61%"
"Dec 07, 2015","2,255.3701","2,335.2874","2,339.7673","2,253.3257","-","-3.69%"
"Dec 04, 2015","2,341.8069","2,362.0923","2,387.5779","2,324.8181","-","-0.62%"
"Dec 03, 2015","2,356.5081","2,326.0239","2,380.1853","2,319.7124","-","1.56%"
"Dec 02, 2015","2,320.2400","2,382.1992","2,384.3806","2,318.3262","-","-2.78%"
"Dec 01, 2015","2,386.5791","2,377.3235","2,397.1980","2,361.8499","-","0.46%"
"Nov 30, 2015","2,375.6211","2,384.9336","2,409.5132","2,373.1184","-","-0.34%"
"Nov 27, 2015","2,383.6819","2,422.6777","2,423.3303","2,382.9634","-","-1.87%"
"Nov 25, 2015","2,429.0940","2,423.7883","2,436.6111","2,392.4575","-","0.10%"
"Nov 24, 2015","2,426.7129","2,399.3640","2,444.0974","2,393.9402","-","1.37%"
"Nov 23, 2015","2,393.8450","2,381.7158","2,413.5933","2,342.5857","-","0.30%"
"Nov 20, 2015","2,386.6140","2,388.1794","2,410.2329","2,378.1250","-","0.08%"
"Nov 19, 2015","2,384.7900","2,386.2974","2,399.8118","2,367.4270","-","0.13%"
"Nov 18, 2015","2,381.6650","2,384.0374","2,403.2241","2,360.4094","-","0.34%"
"Nov 17, 2015","2,373.6580","2,400.5239","2,411.5427","2,371.3086","-","-1.00%"
"Nov 16, 2015","2,397.6599","2,398.5129","2,420.1116","2,359.7097","-","-0.06%"
"Nov 13, 2015","2,398.9939","2,426.8882","2,446.7734","2,388.7402","-","-1.22%"
"Nov 12, 2015","2,428.6841","2,471.5110","2,481.6973","2,427.2646","-","-1.61%"
"Nov 11, 2015","2,468.3411","2,494.8276","2,513.0688","2,461.9971","-","-1.28%"
"Nov 10, 2015","2,500.3711","2,508.4778","2,524.4622","2,492.7886","-","-0.17%"
"Nov 09, 2015","2,504.5449","2,532.9116","2,557.8064","2,501.5154","-","-1.07%"
"Nov 06, 2015","2,531.5090","2,556.4856","2,568.3159","2,522.4609","-","-0.80%"
"Nov 05, 2015","2,551.9651","2,589.6035","2,594.5576","2,551.1997","-","-1.29%"
"Nov 04, 2015","2,585.3611","2,641.1704","2,658.9922","2,582.9692","-","-2.20%"
"Nov 03, 2015","2,643.5520","2,592.1814","2,654.5005","2,582.5596","-","2.12%"
"Nov 02, 2015","2,588.7161","2,605.5925","2,610.2476","2,578.6086","-","-0.80%"
"Oct 30, 2015","2,609.5959","2,581.8259","2,621.8293","2,572.8921","-","0.83%"
"Oct 29, 2015","2,588.0439","2,596.9663","2,611.3860","2,568.9561","-","-0.31%"
"Oct 28, 2015","2,596.1899","2,523.8169","2,599.2991","2,515.2568","-","2.94%"
"Oct 27, 2015","2,521.9641","2,545.3882","2,546.5088","2,511.6682","-","-0.96%"
"Oct 26, 2015","2,546.4441","2,564.9314","2,574.1831","2,544.0938","-","-0.68%"
"Oct 23, 2015","2,563.9670","2,584.7263","2,603.7988","2,553.5818","-","-0.80%"
"Oct 22, 2015","2,584.5540","2,582.8513","2,611.9258","2,573.6716","-","0.23%"
"Oct 21, 2015","2,578.7380","2,604.4871","2,604.4871","2,564.0100","-","-0.99%"
"Oct 20, 2015","2,604.4861","2,597.7153","2,619.0667","2,586.7449","-","0.31%"
"Oct 19, 2015","2,596.3960","2,646.3589","2,648.9138","2,595.3816","-","-2.06%"
"Oct 16, 2015","2,650.9490","2,638.2476","2,657.5938","2,614.6787","-","0.72%"
"Oct 15, 2015","2,632.1089","2,643.9463","2,648.9197","2,604.2954","-","-0.44%"
"Oct 14, 2015","2,643.6721","2,647.2988","2,657.1641","2,627.3430","-","-0.11%"
"Oct 13, 2015","2,646.5291","2,667.3650","2,686.3179","2,641.6519","-","-0.65%"
"Oct 12, 2015","2,663.9700","2,736.7405","2,759.3105","2,662.7600","-","-2.63%"
"Oct 09, 2015","2,735.7981","2,729.2805","2,783.7134","2,724.4480","-","0.23%"
"Oct 08, 2015","2,729.4961","2,697.0532","2,743.1897","2,686.2046","-","1.28%"
"Oct 07, 2015","2,694.9910","2,719.7844","2,754.2412","2,693.0823","-","-0.72%"
"Oct 06, 2015","2,714.5979","2,634.4131","2,714.7542","2,617.8784","-","3.03%"
"Oct 05, 2015","2,634.8640","2,596.9592","2,651.2244","2,596.9592","-","1.51%"
"Oct 02, 2015","2,595.7300","2,591.1206","2,607.0879","2,555.7947","-","0.43%"
"Oct 01, 2015","2,584.5510","2,614.4646","2,657.9680","2,581.8564","-","-0.73%"
"Sep 30, 2015","2,603.6221","2,588.3535","2,628.8315","2,585.9524","-","0.19%"
"Sep 29, 2015","2,598.7800","2,578.1660","2,612.4290","2,573.5515","-","0.83%"
"Sep 28, 2015","2,577.2629","2,623.5774","2,625.0989","2,574.6213","-","-1.74%"
"Sep 25, 2015","2,623.0139","2,596.5447","2,637.5518","2,595.9949","-","1.03%"
"Sep 24, 2015","2,596.1799","2,597.7656","2,602.4358","2,566.0752","-","0.29%"
"Sep 23, 2015","2,588.5601","2,621.6414","2,663.9170","2,586.3848","-","-1.38%"
"Sep 22, 2015","2,624.9150","2,641.6333","2,641.6333","2,591.5991","-","-0.63%"
"Sep 21, 2015","2,641.6331","2,590.0515","2,641.8413","2,587.8035","-","1.95%"
"Sep 18, 2015","2,590.9819","2,650.2417","2,670.0122","2,582.6143","-","-2.23%"
"Sep 17, 2015","2,650.1509","2,669.0596","2,677.7388","2,632.5000","-","-0.71%"
"Sep 16, 2015","2,669.0750","2,615.9883","2,684.9697","2,612.1104","-","2.20%"
"Sep 15, 2015","2,611.5710","2,605.9824","2,618.4663","2,599.7534","-","0.23%"
"Sep 14, 2015","2,605.5940","2,640.5293","2,647.2412","2,597.0879","-","-1.21%"
"Sep 11, 2015","2,637.3950","2,662.8706","2,665.2058","2,603.3567","-","-1.00%"
"Sep 10, 2015","2,664.1680","2,618.9685","2,667.0957","2,595.5435","-","1.73%"
