"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 04, 2020","1,733.5830","1,710.9266","1,735.6602","1,685.1444","-","1.81%"
"Nov 03, 2020","1,702.6920","1,685.9967","1,718.3817","1,682.5664","-","1.01%"
"Nov 02, 2020","1,685.6980","1,633.1421","1,689.0936","1,627.6233","-","1.24%"
"Oct 30, 2020","1,665.0820","1,666.3292","1,678.0999","1,650.3392","-","-0.11%"
"Oct 29, 2020","1,666.9580","1,695.7103","1,701.6385","1,637.0370","-","-1.56%"
"Oct 28, 2020","1,693.3101","1,745.1851","1,745.1851","1,687.1490","-","-2.99%"
"Oct 27, 2020","1,745.5850","1,727.5914","1,751.5699","1,725.0450","-","1.17%"
"Oct 26, 2020","1,725.4420","1,743.2762","1,743.3247","1,717.6135","-","-1.57%"
"Oct 23, 2020","1,752.9399","1,766.4734","1,771.9685","1,747.1676","-","-0.75%"
"Oct 22, 2020","1,766.2040","1,758.4418","1,777.6613","1,750.5742","-","0.38%"
"Oct 21, 2020","1,759.4650","1,782.2368","1,784.5961","1,755.7166","-","-1.28%"
"Oct 20, 2020","1,782.3280","1,768.9150","1,785.4669","1,758.5991","-","0.73%"
"Oct 19, 2020","1,769.3800","1,772.7728","1,780.1237","1,766.0175","-","-0.13%"
"Oct 16, 2020","1,771.6550","1,773.5219","1,778.4052","1,760.0184","-","-0.17%"
"Oct 15, 2020","1,774.6420","1,769.4371","1,775.4330","1,734.0490","-","0.28%"
"Oct 14, 2020","1,769.6820","1,751.2062","1,770.7354","1,741.3911","-","1.06%"
"Oct 13, 2020","1,751.1370","1,741.3965","1,759.9725","1,738.6675","-","0.57%"
"Oct 12, 2020","1,741.2880","1,767.4789","1,769.0828","1,737.1273","-","-1.50%"
"Oct 09, 2020","1,767.7230","1,765.3611","1,783.0771","1,761.9514","-","0.23%"
"Oct 08, 2020","1,763.6429","1,739.6250","1,768.2603","1,736.8214","-","1.39%"
"Oct 07, 2020","1,739.4790","1,733.3512","1,742.6592","1,721.7783","-","-0.28%"
"Oct 06, 2020","1,744.3960","1,713.0255","1,755.3540","1,711.0786","-","1.83%"
"Oct 05, 2020","1,713.0210","1,663.9720","1,723.7177","1,663.9720","-","2.93%"
"Oct 02, 2020","1,664.1840","1,692.1580","1,692.1580","1,649.1099","-","-1.74%"
"Oct 01, 2020","1,693.7120","1,726.2736","1,736.5601","1,672.9305","-","-1.92%"
"Sep 30, 2020","1,726.8101","1,700.7164","1,729.4425","1,682.4126","-","1.54%"
"Sep 29, 2020","1,700.6851","1,728.8929","1,732.7117","1,684.7506","-","-1.62%"
"Sep 28, 2020","1,728.7070","1,717.2899","1,731.7258","1,709.0562","-","0.67%"
"Sep 25, 2020","1,717.1790","1,717.0345","1,728.5247","1,707.3051","-","-0.07%"
"Sep 24, 2020","1,718.3370","1,713.9955","1,720.4108","1,698.5376","-","0.21%"
"Sep 23, 2020","1,714.7070","1,715.2643","1,730.6665","1,698.1586","-","-0.07%"
"Sep 22, 2020","1,715.8380","1,717.8229","1,731.2024","1,705.5345","-","0.17%"
"Sep 21, 2020","1,712.8840","1,761.6746","1,767.9382","1,702.4238","-","-2.98%"
"Sep 18, 2020","1,765.4780","1,757.1802","1,770.8159","1,746.0861","-","0.51%"
"Sep 17, 2020","1,756.5959","1,735.4377","1,760.4625","1,715.8872","-","1.21%"
"Sep 16, 2020","1,735.6801","1,701.6019","1,737.4904","1,700.9440","-","1.98%"
"Sep 15, 2020","1,701.9030","1,688.8383","1,706.1124","1,684.9265","-","0.77%"
"Sep 14, 2020","1,688.8330","1,686.0549","1,697.4791","1,681.6368","-","0.14%"
"Sep 11, 2020","1,686.4290","1,683.4661","1,697.0940","1,672.5319","-","0.09%"
"Sep 10, 2020","1,684.8621","1,694.9611","1,702.6132","1,681.2543","-","-0.68%"
"Sep 09, 2020","1,696.3260","1,670.0978","1,703.4716","1,664.2208","-","1.35%"
"Sep 08, 2020","1,673.7531","1,728.4692","1,729.1805","1,659.7554","-","-3.61%"
"Sep 04, 2020","1,736.5000","1,753.0691","1,772.8173","1,728.0870","-","-1.07%"
"Sep 03, 2020","1,755.2550","1,769.6884","1,773.7683","1,736.7566","-","-0.81%"
"Sep 02, 2020","1,769.5770","1,799.6577","1,808.5741","1,765.6971","-","-1.68%"
"Sep 01, 2020","1,799.7640","1,792.3976","1,814.0826","1,791.9971","-","0.43%"
"Aug 31, 2020","1,792.0280","1,800.9824","1,816.6423","1,790.8401","-","-0.48%"
"Aug 28, 2020","1,800.7061","1,795.1207","1,806.9915","1,791.1497","-","0.31%"
"Aug 27, 2020","1,795.1030","1,800.1156","1,804.8413","1,780.2404","-","-0.29%"
"Aug 26, 2020","1,800.3250","1,801.9332","1,808.5859","1,794.2839","-","-0.05%"
"Aug 25, 2020","1,801.1470","1,780.5330","1,804.2203","1,780.0323","-","1.08%"
"Aug 24, 2020","1,781.8250","1,770.5046","1,788.5427","1,766.5990","-","0.80%"
"Aug 21, 2020","1,767.7340","1,783.3857","1,789.6832","1,750.6790","-","-0.83%"
"Aug 20, 2020","1,782.4720","1,791.7137","1,791.7137","1,761.3201","-","-0.62%"
"Aug 19, 2020","1,793.5830","1,792.0902","1,794.7085","1,782.0240","-","0.09%"
"Aug 18, 2020","1,792.0430","1,786.3613","1,794.9559","1,778.0621","-","0.28%"
"Aug 17, 2020","1,786.9620","1,762.2469","1,787.6274","1,762.2469","-","1.43%"
"Aug 14, 2020","1,761.7260","1,760.8500","1,768.3986","1,751.6810","-","0.03%"
"Aug 13, 2020","1,761.1140","1,761.1174","1,766.5181","1,756.0426","-","-0.10%"
"Aug 12, 2020","1,762.9041","1,741.2958","1,766.8724","1,732.9524","-","1.20%"
"Aug 11, 2020","1,742.0020","1,753.4606","1,767.5928","1,740.6718","-","-0.64%"
"Aug 10, 2020","1,753.2939","1,738.0051","1,760.8856","1,738.0051","-","0.90%"
"Aug 07, 2020","1,737.7050","1,762.9386","1,767.3787","1,733.5096","-","-1.33%"
"Aug 06, 2020","1,761.1820","1,767.7040","1,779.4573","1,755.2604","-","-0.29%"
"Aug 05, 2020","1,766.3330","1,747.8661","1,792.7819","1,745.3727","-","1.05%"
"Aug 04, 2020","1,747.9980","1,735.2300","1,754.9546","1,717.8275","-","0.57%"
"Aug 03, 2020","1,738.1200","1,716.0448","1,742.7905","1,701.0416","-","1.44%"
"Jul 31, 2020","1,713.4640","1,709.3477","1,720.1545","1,701.5211","-","0.61%"
"Jul 30, 2020","1,703.0850","1,732.1935","1,733.6187","1,675.0419","-","-1.63%"
"Jul 29, 2020","1,731.3831","1,721.1573","1,734.5337","1,719.3760","-","0.59%"
"Jul 28, 2020","1,721.2180","1,728.1697","1,740.3209","1,716.1437","-","-0.35%"
"Jul 27, 2020","1,727.2450","1,722.1294","1,735.8370","1,709.5627","-","0.16%"
"Jul 24, 2020","1,724.4470","1,723.3387","1,729.8687","1,711.3667","-","0.10%"
"Jul 23, 2020","1,722.6920","1,733.1844","1,746.1290","1,719.4084","-","-0.59%"
"Jul 22, 2020","1,732.8340","1,727.6025","1,734.5358","1,711.4854","-","0.14%"
"Jul 21, 2020","1,730.4570","1,699.2900","1,740.3624","1,699.0103","-","1.75%"
"Jul 20, 2020","1,700.6851","1,701.4956","1,703.3907","1,679.5027","-","-0.05%"
"Jul 17, 2020","1,701.4750","1,705.7021","1,708.4331","1,689.5474","-","-0.25%"
"Jul 16, 2020","1,705.7290","1,714.0469","1,714.7352","1,701.8529","-","-0.48%"
"Jul 15, 2020","1,714.0400","1,695.8358","1,714.8104","1,687.6437","-","1.25%"
"Jul 14, 2020","1,692.8409","1,697.2502","1,702.2159","1,672.1318","-","-0.27%"
"Jul 13, 2020","1,697.3600","1,706.3275","1,708.5844","1,690.3855","-","-0.61%"
"Jul 10, 2020","1,707.7271","1,689.4196","1,711.0699","1,668.5620","-","1.09%"
"Jul 09, 2020","1,689.3290","1,708.4598","1,716.6492","1,686.7909","-","-1.12%"
"Jul 08, 2020","1,708.5081","1,697.7168","1,711.6672","1,692.8610","-","0.50%"
"Jul 07, 2020","1,700.0140","1,695.7323","1,706.3170","1,679.3502","-","0.27%"
"Jul 06, 2020","1,695.4440","1,688.2625","1,704.9402","1,684.5057","-","0.43%"
"Jul 02, 2020","1,688.2180","1,667.2035","1,689.7903","1,662.1830","-","1.26%"
"Jul 01, 2020","1,667.2910","1,654.5015","1,680.7206","1,646.9144","-","1.00%"
"Jun 30, 2020","1,650.7900","1,646.1560","1,665.7229","1,635.4543","-","0.30%"
"Jun 29, 2020","1,645.8710","1,613.7704","1,649.3379","1,596.4937","-","2.02%"
"Jun 26, 2020","1,613.2770","1,624.0649","1,639.1804","1,600.0640","-","-0.66%"
"Jun 25, 2020","1,624.0580","1,615.8416","1,631.1580","1,595.1346","-","0.37%"
"Jun 24, 2020","1,617.9940","1,668.5492","1,675.3486","1,607.6256","-","-3.26%"
"Jun 23, 2020","1,672.4969","1,680.1016","1,693.1338","1,653.6041","-","-0.26%"
"Jun 22, 2020","1,676.8580","1,662.3837","1,677.2965","1,651.9907","-","0.91%"
"Jun 19, 2020","1,661.6541","1,647.1481","1,677.1445","1,639.5712","-","1.00%"
"Jun 18, 2020","1,645.2010","1,628.8142","1,646.5813","1,616.2925","-","0.86%"
"Jun 17, 2020","1,631.1670","1,628.0750","1,643.0107","1,613.4071","-","-0.21%"
"Jun 16, 2020","1,634.6000","1,611.9886","1,652.8998","1,601.3395","-","1.61%"
"Jun 15, 2020","1,608.6639","1,588.8728","1,611.2708","1,557.6449","-","0.93%"
"Jun 12, 2020","1,593.8280","1,596.1230","1,615.7522","1,560.8456","-","-0.16%"
"Jun 11, 2020","1,596.4351","1,665.0542","1,665.0542","1,579.4617","-","-4.03%"
"Jun 10, 2020","1,663.5220","1,650.7104","1,668.9186","1,633.8597","-","0.77%"
"Jun 09, 2020","1,650.8690","1,642.3119","1,653.1399","1,618.3696","-","0.68%"
"Jun 08, 2020","1,639.7900","1,664.4326","1,682.5243","1,637.0532","-","-1.37%"
"Jun 05, 2020","1,662.6440","1,616.0591","1,666.2531","1,611.8217","-","2.85%"
"Jun 04, 2020","1,616.5291","1,605.4067","1,619.1730","1,590.0750","-","0.67%"
"Jun 03, 2020","1,605.8010","1,599.6526","1,619.9399","1,583.1967","-","0.40%"
"Jun 02, 2020","1,599.4580","1,572.5837","1,601.1462","1,572.1515","-","1.73%"
"Jun 01, 2020","1,572.2200","1,570.0883","1,578.1298","1,547.9086","-","0.09%"
"May 29, 2020","1,570.8240","1,532.4725","1,575.0006","1,511.1594","-","2.53%"
"May 28, 2020","1,532.1350","1,518.2054","1,544.5378","1,497.4705","-","0.75%"
"May 27, 2020","1,520.7880","1,552.0363","1,552.0363","1,510.6990","-","-2.04%"
"May 26, 2020","1,552.4871","1,524.4614","1,562.3666","1,524.1049","-","1.87%"
"May 22, 2020","1,523.9630","1,542.2517","1,545.8864","1,485.9829","-","-1.19%"
"May 21, 2020","1,542.3600","1,542.3678","1,563.4412","1,532.4106","-","-0.00%"
"May 20, 2020","1,542.3730","1,515.9990","1,553.1089","1,510.7037","-","1.70%"
"May 19, 2020","1,516.6040","1,517.0350","1,535.8430","1,506.8036","-","0.04%"
"May 18, 2020","1,515.9730","1,459.7087","1,537.9424","1,459.6943","-","3.93%"
"May 15, 2020","1,458.6050","1,432.6396","1,462.3170","1,429.4694","-","1.86%"
"May 14, 2020","1,431.9490","1,398.9373","1,436.9169","1,390.2751","-","2.58%"
"May 13, 2020","1,395.9010","1,423.7382","1,427.7743","1,388.9930","-","-1.99%"
"May 12, 2020","1,424.3110","1,416.5170","1,434.0844","1,413.4355","-","0.59%"
"May 11, 2020","1,416.0179","1,443.9990","1,455.7175","1,411.6335","-","-1.95%"
"May 08, 2020","1,444.2271","1,421.6823","1,446.5323","1,417.7655","-","1.85%"
"May 07, 2020","1,418.0341","1,408.0010","1,465.3698","1,404.3569","-","0.47%"
"May 06, 2020","1,411.3550","1,448.7708","1,464.6180","1,388.8907","-","-1.98%"
"May 05, 2020","1,439.7960","1,368.7374","1,441.9297","1,368.2299","-","5.82%"
"May 04, 2020","1,360.5760","1,334.8173","1,368.2791","1,322.1621","-","1.02%"
"May 01, 2020","1,346.9030","1,358.5692","1,372.1672","1,323.8096","-","-0.22%"
"Apr 30, 2020","1,349.8170","1,294.4590","1,356.6285","1,294.4590","-","4.48%"
"Apr 29, 2020","1,291.9680","1,261.0284","1,315.9631","1,260.5284","-","2.53%"
"Apr 28, 2020","1,260.1490","1,262.1726","1,286.8430","1,220.4456","-","-0.10%"
"Apr 27, 2020","1,261.3790","1,321.2380","1,323.0198","1,247.6481","-","-4.55%"
"Apr 24, 2020","1,321.5240","1,335.1976","1,356.4867","1,308.5935","-","-0.78%"
"Apr 23, 2020","1,331.9449","1,296.1005","1,376.4432","1,288.3022","-","2.77%"
"Apr 22, 2020","1,296.0959","1,270.1456","1,336.8783","1,204.6488","-","3.75%"
"Apr 21, 2020","1,249.2510","1,427.9655","1,447.5255","1,193.3733","-","-11.77%"
"Apr 20, 2020","1,415.9041","1,475.5936","1,477.2051","1,413.0118","-","-4.39%"
"Apr 17, 2020","1,480.8960","1,482.6368","1,507.7819","1,476.2283","-","-0.03%"
"Apr 16, 2020","1,481.3470","1,482.9475","1,508.9310","1,468.9128","-","-0.11%"
"Apr 15, 2020","1,482.9360","1,523.3160","1,537.7544","1,473.3096","-","-2.73%"
"Apr 14, 2020","1,524.4821","1,560.0521","1,579.4491","1,521.4310","-","-2.20%"
"Apr 13, 2020","1,558.7660","1,558.4904","1,597.2339","1,544.0905","-","-0.07%"
"Apr 09, 2020","1,559.8260","1,592.7570","1,657.6578","1,558.5835","-","-1.53%"
"Apr 08, 2020","1,584.1140","1,573.5688","1,605.2311","1,562.4705","-","1.25%"
"Apr 07, 2020","1,564.5060","1,597.2094","1,623.4175","1,563.2913","-","-1.53%"
"Apr 06, 2020","1,588.8770","1,610.7074","1,621.2344","1,563.9751","-","-1.36%"
"Apr 03, 2020","1,610.7419","1,543.5135","1,639.3384","1,515.7167","-","4.36%"
"Apr 02, 2020","1,543.5100","1,448.9521","1,634.1462","1,448.9521","-","6.81%"
"Apr 01, 2020","1,445.1090","1,490.5623","1,494.6993","1,443.3745","-","-3.29%"
"Mar 31, 2020","1,494.3430","1,493.0151","1,523.9323","1,486.0762","-","0.35%"
"Mar 30, 2020","1,489.0740","1,513.1001","1,513.1001","1,471.1272","-","-2.64%"
"Mar 27, 2020","1,529.4110","1,557.0560","1,570.2322","1,518.4722","-","-1.74%"
"Mar 26, 2020","1,556.4821","1,597.3431","1,600.3302","1,550.8944","-","-2.64%"
"Mar 25, 2020","1,598.6580","1,592.3525","1,613.3824","1,558.9531","-","1.04%"
"Mar 24, 2020","1,582.2810","1,549.9619","1,598.1307","1,549.0286","-","2.64%"
"Mar 23, 2020","1,541.6230","1,514.5934","1,548.1818","1,487.8029","-","0.78%"
"Mar 20, 2020","1,529.6479","1,571.7356","1,651.8145","1,523.7856","-","-2.95%"
"Mar 19, 2020","1,576.1040","1,467.8358","1,608.9146","1,467.8358","-","7.38%"
"Mar 18, 2020","1,467.8240","1,601.5981","1,614.2657","1,458.6465","-","-8.36%"
"Mar 17, 2020","1,601.7450","1,635.7668","1,669.6058","1,598.7498","-","-1.84%"
"Mar 16, 2020","1,631.7460","1,728.6570","1,728.6570","1,621.5682","-","-6.50%"
"Mar 13, 2020","1,745.1720","1,757.1439","1,821.6729","1,728.9799","-","-0.69%"
"Mar 12, 2020","1,757.2800","1,843.3640","1,845.6726","1,731.5760","-","-4.36%"
"Mar 11, 2020","1,837.3571","1,874.8416","1,924.5400","1,828.6025","-","-2.01%"
"Mar 10, 2020","1,875.0930","1,803.0033","1,890.8964","1,803.0033","-","4.25%"
"Mar 09, 2020","1,798.5690","2,037.4756","2,038.1934","1,713.2090","-","-11.70%"
"Mar 06, 2020","2,036.9940","2,162.3220","2,164.2451","2,033.3895","-","-5.62%"
"Mar 05, 2020","2,158.2229","2,194.4949","2,206.6992","2,153.8940","-","-1.30%"
"Mar 04, 2020","2,186.7180","2,190.9712","2,221.2454","2,182.3943","-","-0.25%"
"Mar 03, 2020","2,192.2461","2,195.5027","2,235.9104","2,176.9556","-","0.61%"
"Mar 02, 2020","2,178.9829","2,116.0393","2,188.4365","2,112.8799","-","2.91%"
"Feb 28, 2020","2,117.3940","2,170.4612","2,171.0825","2,091.7515","-","-2.57%"
"Feb 27, 2020","2,173.1550","2,218.8574","2,218.8574","2,140.3435","-","-2.20%"
"Feb 26, 2020","2,222.1040","2,260.7122","2,269.0305","2,212.7319","-","-1.72%"
"Feb 25, 2020","2,261.0869","2,297.5703","2,314.2539","2,256.8582","-","-1.65%"
"Feb 24, 2020","2,299.0640","2,366.3020","2,366.3020","2,277.1482","-","-2.80%"
"Feb 21, 2020","2,365.3250","2,376.1926","2,378.1975","2,348.5264","-","-0.66%"
"Feb 20, 2020","2,381.1011","2,386.5930","2,400.9656","2,379.0662","-","-0.10%"
"Feb 19, 2020","2,383.4451","2,353.4629","2,386.9858","2,347.5132","-","1.34%"
"Feb 18, 2020","2,352.0339","2,338.4214","2,353.2432","2,319.8894","-","0.55%"
"Feb 14, 2020","2,339.1741","2,325.9980","2,347.6970","2,320.3691","-","0.57%"
"Feb 13, 2020","2,325.9951","2,320.7996","2,336.3987","2,301.1738","-","0.37%"
"Feb 12, 2020","2,317.4619","2,278.3706","2,325.1038","2,278.3706","-","1.81%"
"Feb 11, 2020","2,276.1819","2,267.0898","2,294.5332","2,267.0898","-","0.47%"
"Feb 10, 2020","2,265.5430","2,286.3677","2,295.2551","2,263.1396","-","-1.18%"
"Feb 07, 2020","2,292.6660","2,307.7542","2,313.4861","2,283.5330","-","-0.42%"
"Feb 06, 2020","2,302.3181","2,296.6333","2,331.6855","2,281.6348","-","0.24%"
"Feb 05, 2020","2,296.7759","2,261.4314","2,320.3845","2,261.4314","-","1.57%"
"Feb 04, 2020","2,261.3140","2,265.5945","2,307.4292","2,259.5720","-","-0.26%"
"Feb 03, 2020","2,267.2820","2,300.1926","2,314.8613","2,260.0991","-","-1.90%"
"Jan 31, 2020","2,311.2939","2,329.4785","2,359.7542","2,299.6270","-","-0.82%"
"Jan 30, 2020","2,330.3181","2,368.5737","2,368.9409","2,318.4124","-","-1.68%"
"Jan 29, 2020","2,370.2219","2,383.0935","2,401.3167","2,362.7344","-","-0.41%"
"Jan 28, 2020","2,379.8770","2,365.2444","2,391.3523","2,351.2954","-","0.52%"
"Jan 27, 2020","2,367.5730","2,399.4236","2,399.4236","2,352.5344","-","-1.94%"
"Jan 24, 2020","2,414.3840","2,459.0151","2,467.0310","2,407.3528","-","-1.78%"
"Jan 23, 2020","2,458.1399","2,479.7676","2,480.3745","2,440.6926","-","-1.16%"
"Jan 22, 2020","2,487.0549","2,525.4260","2,526.9956","2,482.1958","-","-1.55%"
"Jan 21, 2020","2,526.2419","2,536.7388","2,545.0901","2,514.1265","-","-0.40%"
"Jan 17, 2020","2,536.3201","2,529.9788","2,540.7776","2,525.7852","-","0.26%"
"Jan 16, 2020","2,529.8601","2,527.5591","2,541.1892","2,520.5920","-","0.10%"
"Jan 15, 2020","2,527.4260","2,539.3450","2,545.1343","2,518.6824","-","-0.53%"
"Jan 14, 2020","2,540.7771","2,533.0842","2,551.6199","2,523.0696","-","0.32%"
"Jan 13, 2020","2,532.6509","2,556.0283","2,559.9014","2,526.7371","-","-0.91%"
"Jan 10, 2020","2,555.8669","2,559.0090","2,567.2405","2,548.9158","-","-0.12%"
"Jan 09, 2020","2,558.8960","2,561.9734","2,574.8633","2,541.2622","-","-0.11%"
"Jan 08, 2020","2,561.6599","2,655.3967","2,693.5342","2,550.6472","-","-2.56%"
"Jan 07, 2020","2,629.0720","2,638.9019","2,639.6479","2,613.9297","-","-0.51%"
"Jan 06, 2020","2,642.4961","2,653.0027","2,680.6443","2,633.8335","-","0.30%"
"Jan 03, 2020","2,634.5459","2,595.7598","2,663.3015","2,595.7598","-","1.50%"
"Jan 02, 2020","2,595.6499","2,591.7917","2,604.7505","2,584.4346","-","0.01%"
"Jan 01, 2020","2,595.2949","2,595.2949","2,595.2949","2,595.2949","-","0.13%"
"Dec 31, 2019","2,591.8611","2,611.9883","2,615.4705","2,586.2461","-","-0.76%"
"Dec 30, 2019","2,611.7090","2,615.7041","2,634.1223","2,596.9375","-","-0.14%"
"Dec 27, 2019","2,615.4929","2,612.1982","2,620.8938","2,605.7649","-","0.13%"
"Dec 26, 2019","2,611.9741","2,589.8616","2,613.7749","2,589.7300","-","0.86%"
"Dec 24, 2019","2,589.7041","2,572.9570","2,592.7810","2,571.9004","-","0.69%"
"Dec 23, 2019","2,572.0681","2,573.7195","2,577.8176","2,563.0754","-","-0.05%"
"Dec 20, 2019","2,573.2700","2,581.9438","2,588.3560","2,565.1875","-","-0.38%"
"Dec 19, 2019","2,583.0549","2,571.7444","2,588.0188","2,569.8633","-","0.43%"
"Dec 18, 2019","2,571.9470","2,571.2561","2,579.3521","2,559.9729","-","-0.16%"
"Dec 17, 2019","2,575.9470","2,558.6873","2,579.0127","2,555.1885","-","0.63%"
"Dec 16, 2019","2,559.7500","2,538.1482","2,564.8657","2,536.3921","-","0.72%"
"Dec 13, 2019","2,541.3740","2,519.4373","2,560.1541","2,518.9561","-","1.04%"
"Dec 12, 2019","2,515.0930","2,494.3301","2,527.0935","2,494.3301","-","0.85%"
"Dec 11, 2019","2,493.9231","2,510.2971","2,510.2971","2,479.9502","-","-0.65%"
"Dec 10, 2019","2,510.1699","2,500.1309","2,515.2830","2,489.1008","-","0.41%"
"Dec 09, 2019","2,499.8059","2,499.8289","2,505.7043","2,483.7234","-","-0.20%"
"Dec 06, 2019","2,504.8340","2,485.3455","2,520.3088","2,472.5674","-","0.79%"
"Dec 05, 2019","2,485.1880","2,479.8503","2,500.7363","2,474.4949","-","0.22%"
"Dec 04, 2019","2,479.6809","2,432.1687","2,486.0540","2,432.1687","-","1.95%"
"Dec 03, 2019","2,432.2229","2,432.5344","2,446.6929","2,419.7183","-","-0.01%"
"Dec 02, 2019","2,432.3669","2,429.6851","2,458.9690","2,428.3372","-","0.40%"
"Nov 29, 2019","2,422.5730","2,488.3643","2,489.2913","2,419.5234","-","-2.64%"
"Nov 27, 2019","2,488.3569","2,496.4910","2,507.9822","2,478.0383","-","-0.40%"
"Nov 26, 2019","2,498.4451","2,486.0703","2,499.3401","2,479.9011","-","0.49%"
"Nov 25, 2019","2,486.2581","2,483.3972","2,489.1523","2,465.4961","-","0.27%"
"Nov 22, 2019","2,479.5010","2,490.6260","2,500.5205","2,472.8684","-","-0.44%"
"Nov 21, 2019","2,490.5811","2,458.1951","2,492.0581","2,445.4128","-","1.32%"
"Nov 20, 2019","2,458.2451","2,424.4829","2,467.9375","2,411.7209","-","1.40%"
"Nov 19, 2019","2,424.3789","2,458.4172","2,462.1172","2,420.8765","-","-1.43%"
"Nov 18, 2019","2,459.6399","2,488.8042","2,493.9021","2,450.5173","-","-1.14%"
"Nov 15, 2019","2,488.0090","2,468.2224","2,495.7217","2,454.6992","-","0.81%"
"Nov 14, 2019","2,468.1150","2,476.2734","2,492.9409","2,465.6621","-","-0.20%"
"Nov 13, 2019","2,473.1780","2,470.8628","2,481.7188","2,452.2910","-","0.05%"
"Nov 12, 2019","2,471.9961","2,470.1838","2,485.0676","2,463.9907","-","0.07%"
"Nov 11, 2019","2,470.1631","2,486.3997","2,486.3997","2,460.2803","-","-0.71%"
"Nov 08, 2019","2,487.9451","2,486.5522","2,493.4036","2,447.8025","-","0.01%"
"Nov 07, 2019","2,487.8140","2,479.4641","2,502.4290","2,474.9592","-","0.33%"
"Nov 06, 2019","2,479.5420","2,507.8152","2,518.4629","2,475.1755","-","-1.18%"
"Nov 05, 2019","2,509.1550","2,492.7351","2,513.6025","2,488.0520","-","0.66%"
"Nov 04, 2019","2,492.8000","2,479.3259","2,510.4475","2,474.0222","-","0.57%"
"Nov 01, 2019","2,478.7041","2,423.2712","2,480.3533","2,420.1360","-","2.30%"
"Oct 31, 2019","2,422.8760","2,446.7244","2,459.4092","2,407.7996","-","-1.02%"
"Oct 30, 2019","2,447.8420","2,460.9246","2,466.8066","2,439.0293","-","-0.54%"
"Oct 29, 2019","2,461.0801","2,461.7095","2,469.9763","2,439.1091","-","-0.01%"
"Oct 28, 2019","2,461.3140","2,476.2371","2,482.5522","2,454.7124","-","-0.51%"
"Oct 25, 2019","2,474.0171","2,463.6958","2,475.3586","2,447.3186","-","0.42%"
"Oct 24, 2019","2,463.5840","2,453.1880","2,469.3284","2,443.2832","-","0.43%"
"Oct 23, 2019","2,453.1179","2,415.6243","2,455.8599","2,397.4624","-","1.44%"
"Oct 22, 2019","2,418.2471","2,401.0999","2,432.1770","2,396.8672","-","0.72%"
"Oct 21, 2019","2,400.9910","2,417.0166","2,422.5203","2,390.2188","-","-0.65%"
"Oct 18, 2019","2,416.6189","2,418.7932","2,432.4055","2,405.4460","-","-0.09%"
"Oct 17, 2019","2,418.8301","2,408.3271","2,420.8674","2,394.3293","-","0.44%"
"Oct 16, 2019","2,408.2219","2,396.7671","2,414.4075","2,386.3560","-","0.49%"
"Oct 15, 2019","2,396.5569","2,407.7075","2,417.0649","2,382.2285","-","-0.46%"
"Oct 14, 2019","2,407.5950","2,432.5920","2,438.9573","2,390.9304","-","-1.00%"
"Oct 11, 2019","2,432.0090","2,388.4609","2,434.4426","2,388.4609","-","1.81%"
"Oct 10, 2019","2,388.6990","2,373.4253","2,396.1316","2,363.4666","-","0.53%"
"Oct 09, 2019","2,376.1880","2,371.9954","2,401.3044","2,364.6157","-","0.21%"
"Oct 08, 2019","2,371.1960","2,370.2876","2,378.0935","2,342.7290","-","0.10%"
"Oct 07, 2019","2,368.7119","2,369.2432","2,395.9353","2,364.2832","-","-0.01%"
"Oct 04, 2019","2,369.0071","2,355.5383","2,381.7937","2,355.2063","-","0.54%"
"Oct 03, 2019","2,356.3579","2,354.3694","2,362.5938","2,317.9026","-","0.05%"
"Oct 02, 2019","2,355.2151","2,390.1875","2,400.1736","2,344.3384","-","-1.27%"
"Oct 01, 2019","2,385.5171","2,393.9861","2,408.7070","2,194.6931","-","-0.32%"
"Sep 30, 2019","2,393.0901","2,427.9487","2,433.7488","2,391.3428","-","-1.45%"
"Sep 27, 2019","2,428.2019","2,437.6067","2,445.8794","2,399.3093","-","-0.43%"
"Sep 26, 2019","2,438.7109","2,442.2993","2,452.6436","2,412.8320","-","-0.07%"
"Sep 25, 2019","2,440.5071","2,454.0264","2,454.0264","2,415.3403","-","-0.74%"
"Sep 24, 2019","2,458.6631","2,491.3794","2,491.3794","2,450.1279","-","-1.32%"
"Sep 23, 2019","2,491.5701","2,473.4998","2,491.8352","2,456.2932","-","0.73%"
"Sep 20, 2019","2,473.5920","2,480.1294","2,502.0906","2,470.3069","-","-0.26%"
"Sep 19, 2019","2,479.9951","2,471.0957","2,506.9409","2,465.3967","-","0.37%"
"Sep 18, 2019","2,470.9619","2,492.5291","2,499.6006","2,459.2959","-","-0.86%"
"Sep 17, 2019","2,492.3940","2,573.0840","2,581.6899","2,475.4033","-","-3.53%"
"Sep 16, 2019","2,583.6360","2,474.4612","2,591.8943","2,474.0598","-","7.91%"
"Sep 13, 2019","2,394.1580","2,392.1084","2,406.8542","2,376.4673","-","0.10%"
"Sep 12, 2019","2,391.8650","2,396.7737","2,410.5554","2,353.5215","-","-0.19%"
"Sep 11, 2019","2,396.4980","2,433.5923","2,451.5957","2,392.2329","-","-1.51%"
"Sep 10, 2019","2,433.2671","2,431.8923","2,453.7654","2,425.5964","-","0.19%"
"Sep 09, 2019","2,428.6521","2,397.1526","2,437.1279","2,397.1526","-","1.33%"
