Date,Natural_Gas,Crude_Oil_WTI,NY_Gasoline,Heating_Oil,Diesel,Weekday_Friday,Weekday_Monday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,Covid
1997-03-12,0.020619287202735648,0.022086787402843644,0.008190053970044409,0.020696881771154807,0.010899290458035671,0,0,0,0,1,0
1997-03-13,0.01015237146401804,0.0024242436115065047,-0.006546668226314389,0.0092679069307815,0.022773924648552213,0,0,1,0,0,0
1997-03-14,-0.005063301956546695,0.0309917533083377,0.014670189747793771,0.020092000082688632,0,1,0,0,0,0,0
1997-03-17,0.020101179321087126,-0.01895791374461453,-0.006493529310548307,-0.012739025777429691,0,0,1,0,0,0,0
1997-03-18,-0.05103148001244584,0.051293294387551036,0.019355442952956048,0.028882874148785986,0,0,0,0,1,0,0
1997-03-19,-0.015831465216680662,0,0.007955491441114626,0.0017777782459991176,0.013158084577511164,0,0,0,0,1,0
1997-03-20,0,0,-0.00635932190829247,-0.008920665758379243,-0.006557400546159109,0,0,1,0,0,0
1997-03-21,-0.005333345975362391,-0.013730192811902242,-0.003194890896519198,0.001790510773788223,0.006557400546159109,1,0,0,0,0,0
1997-03-24,-0.038151765964376305,-0.03278982282299081,-0.030871663667087046,-0.005381178904516837,0.00651468102119368,0,1,0,0,0,0
1997-03-25,0.027398974188114433,-0.0023837913552764434,0,0.01959100947716952,0,0,0,0,1,0,0
1997-03-26,0,-0.01442332696110471,-0.014962872676712369,-0.025001302205417075,0,0,0,0,0,1,0
1997-03-27,-0.005420067469339207,0.0024183808642814775,-0.0134909297410154,0.01257878220686015,0.019293202934678927,0,0,1,0,0,0
1997-03-31,0,-0.017052788382719175,0.031748698314580326,0.005342844410495262,0.006349227678658753,0,1,0,0,0,0
1997-04-01,0.05806380095476116,-0.0024600258408624676,-0.008257685238981571,-0.008920665758379243,-0.012739025777429774,0,0,0,1,0,0
1997-04-02,-0.05264373348542195,-0.03764559961636671,-0.03544674899574762,-0.025409715525368304,-0.0064308903302904286,0,0,0,0,1,0
1997-04-03,0.010752791776261872,-0.0051282163669195135,-0.008628181223338305,0.009149194653587989,0,0,0,1,0,0,0
1997-04-04,0.021164811192043054,-0.015544354437800667,-0.006956549793360023,0.016260520871780315,-0.012987195526811157,1,0,0,0,0,0
1997-04-07,0.0410313966778626,0.005208345107138523,0,0.010695289116747775,-0.013158084577511164,0,1,0,0,0,0
1997-04-08,0.010000083334583243,0.005181358741997766,0.020726130517116914,-0.010695289116747775,0,0,0,0,1,0,0
1997-04-09,-0.02519024882855847,-0.005181358741997766,-0.008583743691391477,0.007142887512380125,0.013158084577511164,0,0,0,0,1,0
1997-04-10,0.005089069507471344,0.015464225697581657,0.006872879287762146,0.048620687006073915,0,0,0,1,0,0,0
1997-04-11,0.005063301956546695,-0.0025608208616740846,-0.0017137964777347303,-0.01882005932676989,-0.02649161544697637,1,0,0,0,0,0
1997-04-14,0.010050335853501458,0.020305266160745905,0.013628831055605861,0.0103093696588612,0.00668898815079666,0,1,0,0,0,0
1997-04-15,0,-0.015190165493975005,-0.0016934805063331115,0.0017079423451561437,0,0,0,0,1,0,0
1997-04-16,0.009950330853168099,-0.012837146760680707,-0.0257524961024147,-0.024180798197214748,-0.03390155167568143,0,0,0,0,1,0
1997-04-17,0.02927038230011325,0.007722046093909807,0.005203827875027045,0.012163486193197404,-0.006920442844573771,0,0,1,0,0,0
1997-04-18,0.009569451016150698,0.020305266160745905,0.012037978559478968,0.015424470325631656,0.017894489876550512,1,0,0,0,0,0
1997-04-21,-0.004773278752657761,0.022361180158157357,0.020305266160745683,0.0067796869853787856,-0.02067613283842734,0,1,0,0,0,0
1997-04-22,0.004773278752657761,-0.03755134565213236,-0.01859732381558954,-0.0084818150559092809,-0.004187026354216528,0,0,0,1,0,0
1997-04-23,0.055569851154810834,0.002547772078798527,-0.008569032725101344,0.018565934122535377,-0.007017572658646554,0,0,0,0,1,0
1997-04-24,-0.0508192483962131,0.010126668817929119,0.023810648693718517,-0.0016736405580296543,-0.007067167223092419,0,0,1,0,0,0
1997-04-25,0.023420274208098668,-0.002522069432709717,-0.010135221894043034,-0.023729927042109744,0,1,0,0,0,0,0
1997-04-28,-0.0281708769666964,0.002522069432709717,0.01850347156455967,0,-0.03610500464211619,0,1,0,0,0,0
1997-04-29,-0.004773278752657761,0.027330893716971172,0.008298802814695083,0.04198769561567467,-0.03745756253490046,0,0,0,1,0,0
1997-04-30,0.03294415571935416,-0.009852296443011443,0.008230499136515523,-0.043704434234729195,-0.031010236742560315,0,0,0,0,1,0
1997-05-01,0.01379332213233564,-0.014962872676712369,0.008163310639160926,-0.0034423441909728902,0,0,0,1,0,0,0
1997-05-02,0.00909097170125206,-0.015190165493975005,-0.038115632922512244,-0.03330719801776849,-0.05669534367654533,1,0,0,0,0,0
1997-05-05,0.009009069942365944,0,-0.0084818150559092809,-0.007155665595412253,0,0,1,0,0,0,0
1997-05-06,0.008928630744301391,0.005089069507470789,-0.013722342255101161,-0.010830430774369626,-0.008368249670516636,0,0,0,1,0,0
1997-05-07,0.03922071315328124,-0.005089069507470789,0.00859850525523187,-0.012785562296971809,0,0,0,0,0,1,0
1997-05-08,-0.004282661792000764,0.03755134565213236,0.04683129968409899,0.016408754666392134,0.01666705248521172,0,0,1,0,0,0
1997-05-09,-0.01295914464250536,0.004901970600206695,0.008136741393061753,-0.007259560012804145,0.008230499136515523,1,0,0,0,0,0
1997-05-12,-0.013129291441792534,0.04540803953899486,0.020850795480190587,0.03578199261680015,0.02429269256904454,0,1,0,0,0,0
1997-05-13,-0.04045495469231364,-0.014117881545784972,0.006329135051647561,-0.003521130398578931,-0.016129381929883613,0,0,0,1,0,0
1997-05-14,0.018182319083190457,0.011778699192612763,-0.011102413804305267,-0.00885745383406078,-0.01639380977567645,0,0,0,0,1,0
1997-05-15,0.0134230203321406,-0.0023446669592539493,-0.006400021845467507,0.0017777782459991176,0.008230499136515523,0,0,1,0,0,0
1997-05-16,-0.027028672387919395,0.03687053580832744,0.026921657566264412,0.03319081959174752,0.03226086221822144,1,0,0,0,0,0
1997-05-19,0.027028672387919395,-0.027524673390090015,-0.014162313812504435,-0.008628181223338305,-0.027354883449366985,0,1,0,0,0,0
1997-05-20,-0.0134230203321406,-0.014051753455650129,0.0031645596029630796,-0.005212870188533114,0.027354883449366985,0,0,0,1,0,0
1997-05-21,-0.0045146803545267344,0.018692133012152556,0.017228303960177438,-0.0017436796048269088,0,0,0,0,0,1,0
1997-05-22,0.0045146803545267344,0,0.004647568396546953,0.003484324082610901,0.031252543504104446,0,0,1,0,0,0
1997-05-23,-0.009049835519917893,-0.01633641931969354,0,-0.005231049417552591,0.007662872745569149,1,0,0,0,0,0
1997-05-27,0.04009445720187799,-0.023810648693718406,-0.026626475115322235,-0.03922071315328113,-0.01074453928297725,0,0,0,1,0,0
1997-05-28,0.021599111803461746,-0.0024125464053841306,0.006329135051647561,0.005439723295818211,-0.0046403795565022055,0,0,0,0,1,0
1997-05-29,-0.021599111803461746,0.02150620522096336,-0.01589858606779826,0.00900096085897617,0.007722046093910306,0,0,1,0,0,0
1997-05-30,-0.026550232094120885,-0.007117467768863683,-0.021053409197832385,0.007142887512380125,-0.007722046093910306,1,0,0,0,0,0
1997-06-02,-0.013544225107757102,0.007117467768863683,0.004897968975547173,0.00532388125274974,0,0,1,0,0,0,0
1997-06-03,-0.04176941287629521,-0.038558993603682534,-0.0297542610817928,-0.03237692872445963,-0.01562531790308086,0,0,0,1,0,0
1997-06-04,0.03721359634043431,-0.0024600258408624676,-0.022053480714857354,-0.012879662863661157,0,0,0,0,0,1,0
1997-06-05,-0.004576667027411663,-0.024938948347251966,-0.01034491984239283,-0.01492565021667569,-0.048396540861850246,0,0,1,0,0,0
1997-06-06,0.004576667027411663,-0.04124295853404947,-0.04792398828158284,-0.03442022388647925,0,1,0,0,0,0,0
1997-06-09,0,-0.007926065272420235,-0.02205971806473217,-0.0019474202843956512,-0.04220035449037651,0,1,0,0,0,0
1997-06-10,-0.01379332213233564,0,0.0037105793965356293,0.0019474202843956512,0,0,0,0,1,0,0
1997-06-11,0,-0.005319161477600254,0.0018501392881614676,-0.00977524890464243,-0.017391742711869163,0,0,0,0,1,0
1997-06-12,-0.009302392662313586,0.013245226750020489,0.009199696898423593,0.00977524890464243,0,0,0,1,0,0,0
1997-06-13,0.004662013105811269,-0.002635047638004817,0.003656311203110496,-0.0019474202843956512,0.017391742711869163,1,0,0,0,0,0
1997-06-16,0.022989518224698857,0.007884403524148986,0.010889399799268284,0.007767029337659603,0,0,1,0,0,0,0
1997-06-17,0,0.01041676085825527,0.008984786407815304,0.00962471337420967,0.008583743691391477,0,0,0,1,0,0
1997-06-18,0.009049835519917893,-0.020943173845243024,-0.034580333596779145,-0.017391742711869274,-0.017241806434506013,0,0,0,0,1,0
1997-06-19,0.004494389587839209,-0.007968169649176904,-0.013047715392475512,-0.0039062549670650926,0,0,0,1,0,0,0
1997-06-20,0.008928630744301391,-0.008032171697264001,-0.015123161574220778,-0.0019588644853330006,0,1,0,0,0,0,0
1997-06-23,0.017621601349819493,0.016000341346440905,0,0.011696039763191335,0.008658062743114536,0,1,0,0,0,0
1997-06-24,0.013015368112070269,-0.010103781779598364,0.005698021114637686,-0.005830920310793242,-0.0034542348680874913,0,0,0,1,0,0
1997-06-25,0,0.021676767337257097,0.02432299514022007,0.02692470337059283,0.012037978559478968,0,0,0,0,1,0
1997-06-26,-0.039565600206191154,-0.014752638475038271,-0.005560718684697097,-0.019157674032933225,-0.017241806434506013,0,0,1,0,0,0
1997-06-27,-0.027274417919659233,0.03032119371496167,0.020239881347746236,0.024834132037738432,0,1,0,0,0,0,0
1997-06-30,0,0.020388066038663055,0.00363636764338382,0.005644417619677045,0,0,1,0,0,0,0
1997-07-01,-0.00461894585629441,0.014525674882718942,0.010830430774369626,0.0222643704973996,0.006932436775644812,0,0,0,1,0,0
1997-07-02,-0.009302392662313586,0.013827380801803013,0.017794063800467774,0,-0.01566611674439944,0,0,0,0,1,0
1997-07-03,-0.014117881545785083,-0.04565628637197472,-0.021391189981317282,-0.03929411034220198,0,0,0,1,0,0,0
1997-07-07,0.009434032233358591,0.0025634466741983886,0.0018001805041477636,0,-0.021277398447284712,0,1,0,0,0,0
1997-07-08,0,0.007142887512380458,0.021353124470568807,0.003809528416667707,0,0,0,0,1,0,0
1997-07-09,0.013986241974740077,-0.01382156633168563,-0.008841790581460951,-0.003809528416667707,-0.023573167718066834,0,0,0,0,1,0
1997-07-10,-0.0046403795565023165,-0.009321662527135732,0.01235673268890547,-0.013448809812613094,0,0,0,1,0,0,0
1997-07-11,0.0046403795565023165,0.008806065712414046,0.006993035490970634,0.005785937067044,0.018182319083190457,1,0,0,0,0,0
1997-07-14,0.009216655104923976,-0.02453790563082814,-0.022908490796869962,-0.015504186535965303,0,0,1,0,0,0,0
1997-07-15,0.013667638728663722,0.045967297086726866,0.03502985132921477,0.023167059281534397,0.017857617400006243,0,0,0,1,0,0
1997-07-16,0.013483350337287092,-0.012189079302474592,0.00515022597631587,0,0,0,0,0,0,1,0
1997-07-17,0.022075951699199736,0.01772647074846745,0.022016130564375014,0.018904154639152737,0,0,0,1,0,0,0
1997-07-18,-0.013187004281953851,-0.03577284861430563,-0.037547072595251696,-0.03235296445176583,-0.008888947417245885,1,0,0,0,0,0
1997-07-21,-0.040637645731826266,0.001559657191646746,-0.01577596259416747,0.0038610086574595304,0.008888947417245885,0,1,0,0,0,0
1997-07-22,0.004597709248629567,0,0.008795131452827287,0.01339732957182127,-0.008888947417245885,0,0,0,1,0,0
1997-07-23,0.009132483563272564,0.022091830890313968,-0.00350877552967932,0.0075757938084576315,-0.0035778213478839804,0,0,0,0,1,0
1997-07-24,0.01801850550267825,0.0015232295405214202,0.005258557253466911,-0.001888574687868072,0.008920665758379243,0,0,1,0,0,0
1997-07-25,-0.008968669982760358,0,0.0494559431554098,0.011278315037707154,0.008841790581460951,1,0,0,0,0,0
1997-07-28,-0.013605652055778794,-0.0020314887636607715,0.016502024636387724,0.005591813265777845,0.029490428510705158,0,1,0,0,0,0
1997-07-29,0.018100041643618003,0.02062966242256037,0.063412683036974,0.012927234501459717,0.016949558313773316,0,0,0,1,0,0
1997-07-30,-0.018100041643618003,0.01728011400600238,0.046520015634892886,0.01998249958733822,0.06506359334706197,0,0,0,0,1,0
1997-07-31,0.018100041643618003,-0.011816976504784638,-0.007358384931187123,-0.005410292728247557,0,0,0,1,0,0,0
1997-08-01,0.0044742803949211485,0.0039545281391624165,0,0.01257878220686015,0.023347363996991166,1,0,0,0,0,0
1997-08-04,0.008888947417245885,0.026291679941634616,0.021914682705394428,0.035091319811269894,0.007662872745569149,0,1,0,0,0,0
1997-08-05,0.030503454293414833,-9.615385356216422e-4,0.020029281875572513,-0.008658062743114536,0.030077455237277895,0,0,0,1,0,0
1997-08-06,0.02123222010577408,-0.016000341346440905,-0.005681833467430952,-0.026433257068155358,0.007380107297622562,0,0,0,0,1,0
1997-08-07,0.04919024419077178,-0.018249581696637485,-0.008583743691391477,-0.028987536873252284,0,0,0,1,0,0,0
1997-08-08,-0.04919024419077178,-0.025713541724478706,-0.04106148679777377,-0.018553407895747775,-0.022305757514298252,1,0,0,0,0,0
1997-08-11,0.06111881505604544,0.007631682932159656,-0.01204833851617454,0.0018709079358116831,0.0074906717291576275,0,1,0,0,0,0
1997-08-12,0.01178795575204239,0.009081798041580935,0.016529301951210607,0.011152531950474942,0,0,0,0,1,0,0
1997-08-13,-0.04391923393483543,0.013965314248641114,0.059308774440293865,0.02012876743061387,0.014815085785140625,0,0,0,0,1,0
1997-08-14,0.04781787435049267,-0.008455658437671598,0.001403509002320169,-0.010929070532190277,0.0073260400920729385,0,0,1,0,0,0
1997-08-15,-0.01568659616769963,0.0029925209364538574,0.019445057119223452,-0.005509655810969627,0.007272759329079614,1,0,0,0,0,0
1997-08-18,0.01178795575204239,-0.006996530289836045,-0.018043515193935045,-0.0018433184942893144,0.021506205220963637,0,1,0,0,0,0
1997-08-19,0.019342962843130862,0.005002511682971722,0.04115807249350756,0.009182800982335038,0.007067167223092419,0,0,0,1,0,0
1997-08-20,0.0038240964384035347,0.001495886591582618,0.03304993467255213,-0.009182800982335038,0.007017572658646554,0,0,0,0,1,0
1997-08-21,-0.06708629321636983,-0.012030220276542103,-0.03439492478788486,-0.024277569581346747,-0.042863704431782224,0,0,1,0,0,0
1997-08-22,0.008130126083250144,-0.006577306787761916,-0.005398123769557395,-0.009496747537257266,0,1,0,0,0,0,0
1997-08-25,0.0240011520995429,-0.021031808826304843,-0.055647178714391565,-0.023167059281534397,-0.0147061473896955,0,1,0,0,0,0
1997-08-26,0.01957009619409733,0.0010362695227854601,-0.030503454293414556,-0.001955034835803393,-0.01492565021667569,0,0,0,1,0,0
1997-08-27,-0.02750664578983364,0.01745424187484712,0.039050514871873,0.02512209411733779,-0.003012050469991645,0,0,0,0,1,0
1997-08-28,0.023623145763435938,-0.003058106358821089,0.004246290881451065,-0.011516442061559107,0.032643848076362836,0,0,1,0,0,0
1997-08-29,0.04563529470661931,0.003566882762571222,-0.0257524961024147,0,-0.0073260400920729385,1,0,0,0,0,0
1997-09-02,0.04719569133627455,0.0035542053155035447,0.01438873745209962,0.015325970478226814,0.0073260400920729385,0,0,0,1,0,0
1997-09-03,0.014084739881738972,-0.004062981719253678,-0.010050335853501458,-0.0076336248550711305,-0.037179003241754105,0,0,0,0,1,0
1997-09-04,-0.04652001563489283,-0.009716261557411343,-0.06252035698133385,-0.019342962843130973,0,0,0,1,0,0,0
1997-09-05,-0.022223136784710218,0.00767856345039597,0,0.019342962843130973,0,1,0,0,0,0,0
1997-09-08,0,-0.009221376818906446,-0.03756310157564863,-0.011560822401076032,-0.02609511078285187,0,1,0,0,0,0
1997-09-09,0.025879447987820714,0.0035962021803523925,-0.003194890896519198,-0.01562531790308086,0,0,0,0,1,0,0
1997-09-10,0,0,-0.016129381929883613,-0.017875351826963204,-0.012519725344927735,0,0,0,0,1,0
1997-09-11,0.01449300730256664,-0.004626068388782212,-0.001627339659375393,0.0059940239402105355,-0.015873349156290184,0,0,1,0,0,0
1997-09-12,0.028370697129215694,-0.002062919762014115,0.001627339659375393,0.015810606026642193,0.020586633608388416,1,0,0,0,0,0
1997-09-15,0.006968669316093301,-0.003620381508064874,-0.008163310639160926,0,-0.004713284452098232,0,1,0,0,0,0
1997-09-16,-0.01751358249270818,0.018989536490128245,0.011410066738030855,0.030890487019338497,0.007843177461025919,0,0,0,1,0,0
1997-09-17,-0.028675799976666472,-0.011761833368674868,-0.021294825970572917,-0.0076336248550711305,-0.007843177461025919,0,0,0,0,1,0
1997-09-18,0.0322031404946348,-0.0015444018513743885,-0.015012792389185181,0.017094433359300054,-0.00790517950711328,0,0,1,0,0,0
1997-09-19,0.034605529177475614,-0.002062919762014115,0.006700192569819574,0.013096538919845635,-0.007968169649176904,1,0,0,0,0,0
1997-09-22,0.013513719166722726,0.01231416278935038,0.009966859915392146,0.009250759772151063,0.031498667059371044,0,1,0,0,0,0
1997-09-23,0.03624779039234105,0.005086480956373762,-0.008298802814695083,-0.011111225425070814,0,0,0,0,1,0,0
1997-09-24,-0.019608471388376403,0.01610502851309814,-0.010050335853501458,0.02392018371765192,-0.003105592558153125,0,0,0,0,1,0
1997-09-25,0.006578971098042619,0.017322878116851737,0.005037794029957188,0.016231194928582604,0.010827638652063432,0,0,1,0,0,0
1997-09-26,0.06043173918491784,0.02375869329453062,0.02807781475454041,0.028220567642251115,0,1,0,0,0,0,0
1997-09-29,-0.04740223889458406,0.01992475781627867,0.02572489123843591,0.010380716054560812,0.004604766386748282,0,1,0,0,0,0
1997-09-30,-0.0429818225736851,-0.007543647277422405,-0.007968169649176904,-0.003448279278916,0,0,0,0,1,0,0
1997-10-01,0.039740328649514156,-0.00521946617916047,-0.016129381929883613,-0.008673081253428805,-0.012326812480658589,0,0,0,0,1,0
1997-10-02,-0.0363676441708749,0.037352614956119634,0.016129381929883613,0.029186621086531805,0.007722046093910306,0,0,1,0,0,0
1997-10-03,-0.02040887163120697,0.04656167796173971,0.01901800583576191,0.023412440624743236,0.007662872745569149,1,0,0,0,0,0
1997-10-06,0.017036187152567717,-0.0397107719701455,-0.030281198114472607,-0.04047770117893024,-0.015384918839479456,0,1,0,0,0,0
1997-10-07,-0.05200478499031447,-0.004104908842738286,-0.006493529310548307,0.0017196908795266141,0.015384918839479456,0,0,0,1,0,0
1997-10-08,-0.0035650661644963666,0.01406875939072183,-0.0065359709797855325,0.0034305350967892556,0,0,0,0,0,1,0
1997-10-09,0,-0.00814484140613203,-0.03503277351577028,-0.00859850525523187,0,0,0,1,0,0,0
1997-10-10,-0.007168489478612594,0,-0.010238997301094344,0.003448279278916,0,1,0,0,0,0,0
1997-10-13,0.03186110206898429,-0.030913649664763287,-0.013817145553141952,-0.029696505353852376,0.0045696956900652674,0,1,0,0,0,0
1997-10-14,-0.010507977598415152,-0.028036999196899615,-0.014010737069598433,-0.012489011570774644,-0.012232568435634417,0,0,0,1,0,0
1997-10-15,0,-0.004830927269665608,-0.014209830572652682,0.0017937224540268693,0.022814677766171354,0,0,0,0,1,0
1997-10-16,0.034605529177475614,0.015854283561109295,0.01948688767349649,0.023030247274699156,0.01492565021667569,0,0,1,0,0,0
1997-10-17,0.010152371464017929,0.02028849963344026,0.003502630551202035,-0.01588735976231903,0.01907614706081373,1,0,0,0,0,0
1997-10-20,0.026579637804712064,-0.03420761084413959,-0.005258557253466911,0.00885745383406078,0.0029027596579613846,0,1,0,0,0,0
1997-10-21,0.025891413932741525,-4.834421172232872e-4,-0.005286355923147967,0.003521130398578931,0,0,0,0,1,0,0
1997-10-22,0.03454032525217632,0.036091286562372815,0.027876369528254896,0.013961832381768624,0.01438873745209962,0,0,0,0,1,0
1997-10-23,0.030397477184370914,-0.012200996029340772,-0.010362787035546606,-0.013961832381768624,0,0,0,1,0,0,0
1997-10-24,-0.015083242211328507,-0.009011206340718836,-0.015748356968139254,-0.017730960971231613,0.011363758650315081,1,0,0,0,0,0
1997-10-27,0.05038102429235236,0.0019038558820665408,0.010526412986987532,0.0071301549845910195,0.009838449000287908,0,1,0,0,0,0
1997-10-28,0.04243918327515672,-0.030415088864437667,-0.028320476787455306,-0.021544818986775738,0.03166128190646489,0,0,0,1,0,0
1997-10-29,-0.04533354130152123,0.020379162336652268,0.02307112090131158,0.014414664002184718,0.016129381929883668,0,0,0,0,1,0
1997-10-30,-0.03240342405465935,0.020913309726978913,0.005249355886143725,0.028220567642251115,-0.013423020332140712,0,0,1,0,0,0
1997-10-31,-0.03658944743229209,-0.007554332431781052,-0.015831465216680662,-0.008733679968754626,0.03322564762832042,1,0,0,0,0,0
1997-11-03,0.0031007776782481233,-0.00904552704147843,-0.00355240160436765,0.008733679968754626,0.00651468102119368,0,1,0,0,0,0
1997-11-04,-0.02507968439702335,-0.012996572827180142,-0.01795380361659571,-0.012248622076199145,-0.00651468102119368,0,0,0,1,0,0
1997-11-05,0.009478743954543845,-0.009737175277858334,-0.007272759329079781,-0.01240051319845481,-0.006557400546159109,0,0,0,0,1,0
1997-11-06,0.006269613013595299,9.77995187976699e-4,0.009082714574319195,0.005333345975362391,-0.006600684031352055,0,0,1,0,0,0
1997-11-07,-0.048009219186360585,0.016481226183791886,0.02323607668084804,0.007067167223092419,0,1,0,0,0,0,0
1997-11-10,0.048009219186360585,-0.016481226183791886,-0.008873172680486485,-0.007067167223092419,-0.020067563050809256,0,1,0,0,0,0
1997-11-11,0.018576385572935283,0.0039024439769317354,-0.0035714323675971604,0.007067167223092419,-0.0067796869853787856,0,0,0,1,0,0
1997-11-12,0.006116227017436193,-4.869734695698291e-4,-0.008984786407815304,0.0052677909348589624,-0.020619287202735703,0,0,0,0,1,0
1997-11-13,-0.0030534374868902425,0.011140827266845399,0.014337163146407206,0.01563889388445472,-0.006968669316093357,0,0,1,0,0,0
